datetime,storage (acre-feet),release volume (acre-feet),pool elevation (feet),total release (cfs),Powell total release (cfs),Powell release volume (acre-feet),T_max (degrees f),T_min(degrees f),precipitation (inches),snow (inches),snow depth (inches)
1997-10-24,24198007.8,10727.8436,1208.68005,5408.62114,20227.8809,40121.4166,66,54,0,0,0
1997-10-25,24221994.1,10364.8491,1208.83997,5225.6114,19673.3047,39021.4308,66,51,0,0,0
1997-10-26,24242998,13652.8012,1208.97998,6883.28727,19259.3906,38200.4442,66,43,0,0,0
1997-10-27,24259584,20362.7033,1209.08997,10266.1962,20394.7559,40452.4083,69,42,0,0,0
1997-10-28,24273187.5,18307.438,1209.18005,9230,20961.9356,41577.3928,72,44,0,0,0
1997-10-29,24294312.5,16668.2789,1209.31995,8403.59059,20676.0781,41010.4029,73,46,0,0,0
1997-10-30,24321500,16224.7934,1209.5,8180,21158.0547,41966.3895,76,48,0,0,0
1997-10-31,24342642.6,16262.7628,1209.64001,8199.14292,21072.3477,41796.3921,80,50,0,0,0
1997-11-01,24360761.7,21483.6861,1209.76001,10831.3584,19827.0742,39326.4282,81,57,0,0,0
1997-11-02,24381904.3,17335.5372,1209.90002,8740,18072.5996,35846.4786,77,52,0,0,0
1997-11-03,24395488.3,22900.6664,1209.98999,11545.7527,24589.3613,48772.2869,76,50,0,0,0
1997-11-04,24401535.2,29355.3719,1210.03003,14800,30725.9902,60944.1129,74,51,0,0,0
1997-11-05,24418142.6,27173.5537,1210.14001,13700,28484.4961,56498.1741,77,48,0,0,0
1997-11-06,24455892.6,24198.3471,1210.39001,12200,20598.9414,40857.4045,76,47,0,0,0
1997-11-07,24480056.6,25586.7769,1210.55005,12900,20476.4297,40614.406,79,49,0,0,0
1997-11-08,24507226.6,12725.8147,1210.72998,6415.9316,20329.7207,40323.413,72,53,0,0,0
1997-11-09,24532904.3,14389.7903,1210.90002,7254.85259,17876.9844,35458.4814,67,52,0,0,0
1997-11-10,24543464.8,23863.6519,1210.96997,12031.2578,20745.6523,41148.4013,62,51,0.11,0,0
1997-11-11,24551043,27455.6037,1211.02002,13842.2002,20524.3262,40709.4073,62,50,0,0,0
1997-11-12,24561675.8,27966.9422,1211.08997,14100,20491.0508,40643.4065,61,48,0,0,0
1997-11-13,24578392.6,27526.5985,1211.19995,13877.9934,20726.9981,41111.4011,62,43,0.06,0,0
1997-11-14,24587521.5,25586.7769,1211.26001,12900,20506.6797,40674.406,62,45,0,0,0
1997-11-15,24610326.2,15419.7754,1211.41003,7774.13674,19705.5703,39085.4287,59,41,0,0,0
1997-11-16,24625521.5,21223.1405,1211.51001,10700,17904.209,35512.4806,66,42,0,0,0
1997-11-17,24630085.9,31735.5372,1211.54004,16000,21069.8262,41791.3908,61,39,0,0,0
1997-11-18,24636154.3,29787.7686,1211.57996,15018,20439.1231,40540.4094,62,39,0,0,0
1997-11-19,24652871.1,22863.6668,1211.68994,11527.0987,19781.1953,39235.4287,67,46,0,0,0
1997-11-20,24666564.5,28958.6777,1211.78003,14600,19864.3809,39400.4249,66,46,0,0,0
1997-11-21,24675675.8,23603.3058,1211.83997,11900,19844.2148,39360.4261,62,43,0,0,0
1997-11-22,24695435.5,16405.2893,1211.96997,8271,18033.7793,35769.4796,62,40,0,0,0
1997-11-23,24712232.4,18981.8182,1212.07996,9570,18138.6445,35977.4768,63,39,0,0,0
1997-11-24,24724484.4,26293.6167,1212.16003,13256.3651,20145.1973,39957.4161,66,40,0,0,0
1997-11-25,24735187.5,26975.2066,1212.22998,13600,19226.6191,38135.4429,64,45,0,0,0
1997-11-26,24738250,23008.2645,1212.25,11600,19585.5801,38847.4316,75,50,0.06,0,0
1997-11-27,24767310.5,11472.8329,1212.43994,5784.2199,17942.5254,35588.4801,61,44,0,0,0
1997-11-28,24790265.6,16112.7652,1212.58997,8123.51912,19653.6426,38982.4316,62,43,0,0,0
1997-11-29,24807091.8,18340.7326,1212.69995,9246.78603,18190.5723,36080.4739,60,38,0,0,0
1997-11-30,24822408.2,17593.3884,1212.80005,8870,18036.8027,35775.4765,57,41,0,0,0
1997-12-01,24828515.6,30097.1901,1212.83997,15174,19896.1426,39463.4233,64,42,0,0,0
1997-12-02,24834640.6,27570.2479,1212.88,13900,19899.6719,39470.4236,60,43,0,0,0
1997-12-03,24842298.8,25785.124,1212.93005,13000,19172.1699,38027.4445,56,37,0,0,0
1997-12-04,24853000,30942.1488,1213,15600,20291.9082,40248.413,57,34,0,0,0
1997-12-05,24860658.2,29355.3719,1213.05005,14800,19891.6055,39454.4241,54,35,0,0,0
1997-12-06,24869828.1,25391.63,1213.10999,12801.6135,18949.8359,37586.4515,53,44,0.05,0,0
1997-12-07,24883591.8,20429.7521,1213.19995,10300,17060.752,33839.508,56,45,0.01,0,0
1997-12-08,24895843.8,27371.9008,1213.28003,13800,20697.252,41052.4006,56,42,0.01,0,0
1997-12-09,24900439.5,28422.5856,1213.31006,14329.7202,20032.2656,39733.4194,52,39,0,0,0
1997-12-10,24909609.4,30743.8017,1213.37,15500,21142.4258,41935.39,51,40,0,0,0
1997-12-11,24914203.1,26975.2066,1213.40002,13600,21420.2168,42486.3804,52,39,0,0,0
1997-12-12,24920310.5,32925.6198,1213.43994,16600,21279.0527,42206.3856,52,27,0,0,0
1997-12-13,24940201.2,17157.0248,1213.56995,8650,20527.3516,40715.4081,56,30,0,0,0
1997-12-14,24966218.8,19398.3471,1213.73999,9780,19246.7852,38175.4416,55,34,0,0,0
1997-12-15,24972343.8,30347.1074,1213.78003,15300,21112.6797,41876.3895,61,39,0,0,0
1997-12-16,24978451.2,29052.5764,1213.81995,14647.3406,21169.1445,41988.3858,58,34,0,0,0
1997-12-17,24986109.4,29553.719,1213.87,14900,20805.6465,41267.398,54,36,0,0,0
1997-12-18,25001406.3,26974.516,1213.96997,13599.6518,21337.5352,42322.3838,53,36,0,0,0
1997-12-19,25015250,28561.9835,1214.06006,14400,20609.0234,40877.4019,54,42,0,0,0
1997-12-20,25022937.5,28305.5875,1214.10999,14270.7337,21468.1113,42581.3778,53,33,0,0,0
1997-12-21,25033728.5,28958.6777,1214.18005,14600,19016.8887,37719.4486,50,34,0,0,0
1997-12-22,25042959,33917.3554,1214.23999,17100,21333.502,42314.384,55,42,0,0,0
1997-12-23,25041418,34314.0496,1214.22998,17300,21065.2891,41782.3915,53,35,0,0,0
1997-12-24,25046041,31537.1901,1214.26001,15900,21368.793,42384.3828,49,39,0,0,0
1997-12-25,25055271.5,28363.6364,1214.31995,14300,19427.2754,38533.4388,48,33,0,0,0
1997-12-26,25064521.5,33785.5077,1214.38,17033.5268,20985.6309,41624.3918,50,30,0,0,0
1997-12-27,25073752,28165.2893,1214.43994,14200,21139.4004,41929.3892,52,25,0,0,0
1997-12-28,25084541,25785.124,1214.51001,13000,19110.6621,37905.4455,55,37,0,0,0
1997-12-29,25092250,31925.5343,1214.56006,16095.7902,20793.5469,41243.3988,59,36,0,0,0
1997-12-30,25093771.5,34909.0909,1214.56995,17600,21031.5098,41715.3913,64,39,0,0,0
1997-12-31,25104562.5,29355.3719,1214.64001,14800,21004.7891,41662.3915,63,41,0,0,0
1998-01-01,25121500,25715.625,1214.75,12964.9609,19418.1992,38515.4365,65,42,0,0,0
1998-01-02,25116875,38644.4367,1214.71997,19483.2368,20243.0039,40151.4127,68,42,0,0,0
1998-01-03,25124584,32238.5302,1214.77002,16253.5923,19458.0293,38594.4383,63,47,0,0,0
1998-01-04,25126125,30690.5528,1214.78003,15473.1537,19674.8164,39024.4292,60,41,0,0,0
1998-01-05,25121500,50380.1653,1214.75,25400,19941.0137,39552.4238,52,39,0,0,0
1998-01-06,25110728.5,49085.2842,1214.68005,24747.1641,20483.9922,40629.406,49,30,0,0,0
1998-01-07,25103021.5,44429.7521,1214.63,22400,20192.5879,40051.414,53,29,0,0,0
1998-01-08,25098396.5,45619.8347,1214.59998,23000,19837.6602,39347.4251,52,32,0,0,0
1998-01-09,25086084,47603.3058,1214.52002,24000,19795.8164,39264.4292,48,32,0.12,0,0
1998-01-10,25086084,39867.7686,1214.52002,20100,19826.5684,39325.4249,47,39,0.05,0,0
1998-01-11,25092250,36040.4748,1214.56006,18170.406,19110.6621,37905.4455,52,44,0,0,0
1998-01-12,25086084,41057.8512,1214.52002,20700,20083.6895,39835.4171,58,47,0,0,0
1998-01-13,25087625,38906.7061,1214.53003,19615.4643,20254.5996,40174.4125,63,43,0,0,0
1998-01-14,25095312.5,34835.4923,1214.57996,17562.894,20312.0742,40288.4117,58,37,0,0,0
1998-01-15,25093771.5,40043.4168,1214.56995,20188.556,19809.9316,39292.4264,52,41,0,0,0
1998-01-16,25093771.5,35921.477,1214.56995,18110.4113,19777.1621,39227.429,57,42,0,0,0
1998-01-17,25112252,22922.6662,1214.68994,11556.8442,18179.4805,36058.4737,60,39,0,0,0
1998-01-18,25116875,28363.6364,1214.71997,14300,18704.8145,37100.4584,62,40,0,0,0
1998-01-19,25115334,36931.4612,1214.70996,18619.6117,19066.8008,37818.4478,61,51,0,0,0
1998-01-20,25106103.5,46214.876,1214.65002,23300,19343.0801,38366.4398,52,38,0,0,0
1998-01-21,25109187.5,37685.9504,1214.67004,19000,18977.5645,37641.4502,56,33,0,0,0
1998-01-22,25095000,50380.1653,1214.57996,25400,19214.0156,38110.4442,57,35,0,0,0
1998-01-23,25089166,41559.6694,1214.54004,20953,19284.0938,38249.4422,61,36,0,0,0
1998-01-24,25089000,35007.4897,1214.54004,17649.6094,17410.6387,34533.4982,64,39,0,0,0
1998-01-25,25086000,42727.3799,1214.52002,21541.7207,18847.9961,37384.4551,64,38,0,0,0
1998-01-26,25080000,43301.157,1214.46997,21831,19578.5234,38833.4349,60,39,0,0,0
1998-01-27,25069000,43636.3636,1214.41003,22000,19620.8731,38917.4342,63,41,0,0,0
1998-01-28,25063000,47603.3058,1214.37,24000,20073.6074,39815.4197,62,35,0,0,0
1998-01-29,25058355.5,47353.3884,1214.33997,23874,20078.1445,39824.4189,61,41,0,0,0
1998-01-30,25055271.5,42492.3808,1214.31995,21423.242,20015.6289,39700.421,62,41,0,0,0
1998-01-31,25067603.5,30309.5586,1214.40002,15281.0691,17666.75,35041.4876,59,41,0,0,0
1998-02-01,25069144.5,32147.5239,1214.41003,16207.71,17102.5957,33922.5039,62,38,0,0,0
1998-02-02,25062978.5,44439.3531,1214.37,22404.8405,19744.3906,39162.4277,59,49,0,0,0
1998-02-03,25050666,43041.3223,1214.29004,21700,19132.8457,37949.446,65,46,0.28,0,0
1998-02-04,25049125,43041.3223,1214.28003,21700,19494.832,38667.4354,56,43,0.1,0,0
1998-02-05,25044500,47008.2645,1214.25,23700,19628.9395,38933.4336,57,38,0,0,0
1998-02-06,25032187.5,48000,1214.17004,24200,19960.6758,39591.423,55,45,0.52,0,0
1998-02-07,25033728.5,42049.5868,1214.18005,21200,18304.5117,36306.4695,58,46,0.01,0,0
1998-02-08,25031000,41256.1984,1214.16003,20800,17977.3125,35657.4793,60,49,0.02,0,0
1998-02-09,25016771.5,55338.843,1214.06995,27900,20737.0801,41131.3985,59,42,0,0,0
1998-02-10,25006000,45818.1818,1214,23100,20050.9199,39770.4197,55,38,0,0,0
1998-02-11,25006000,44716.3478,1214,22544.492,20349.8867,40363.4117,59,38,0,0,0
1998-02-12,24999875,41040,1213.94995,20691,20482.4805,40626.4075,59,40,0,0,0
1998-02-13,25009084,35504.1322,1214.02002,17900,20057.4746,39783.4207,59,46,0,0,0
1998-02-14,25015250,35884.4775,1214.06006,18091.7574,19218.5527,38119.4434,56,46,0.17,0,0
1998-02-15,25027562.5,28967.5782,1214.14001,14604.4873,18200.6563,36100.4752,57,42,0.01,0,0
1998-02-16,25022937.5,43239.6694,1214.10999,21800,20251.0723,40167.4161,56,39,0,0,0
1998-02-17,25010625,51371.9008,1214.03003,25900,20077.1367,39822.4199,50,38,0.62,0,0
1998-02-18,25012166,42446.281,1214.04004,21400,20416.4356,40495.4094,58,37,0,0,0
1998-02-19,25010625,40211.4147,1214.03003,20273.2549,20423.9981,40510.4094,52,37,0.01,0,0
1998-02-20,25015250,42710.3772,1214.06006,21533.1485,20219.3086,40104.4137,52,41,0.45,0,0
1998-02-21,25016771.5,36320.471,1214.06995,18311.5708,18789.0098,37267.4574,60,41,0,0,0
1998-02-22,25026021.5,33244.5158,1214.13,16760.7767,17885.0508,35474.4809,61,50,0,0,0
1998-02-23,25016771.5,41055.4018,1214.06995,20698.7651,20720.4434,41098.4001,62,51,0.17,0,0
1998-02-24,25022937.5,37487.6033,1214.10999,18900,20429.543,40521.4075,55,44,0.53,0,0
1998-02-25,25026021.5,43565.3656,1214.13,21964.2052,20217.293,40100.4158,54,38,0,0,0
1998-02-26,25021396.5,45024.7934,1214.09998,22700,20894.8828,41444.3957,53,36,0,0,0
1998-02-27,25021396.5,44628.0992,1214.09998,22500,20648.3496,40955.4042,53,37,0,0,0
1998-02-28,25013707,46499.322,1214.05005,23443.4082,18722.9648,37136.4592,55,36,0,0,0
1998-03-01,25022937.5,33187.5155,1214.10999,16732.0391,17716.1582,35139.4873,61,36,0,0,0
1998-03-02,25026021.5,38581.438,1214.13,19451.475,20058.9863,39786.4192,65,40,0,0,0
1998-03-03,25019855.5,36855.4631,1214.08997,18581.296,20139.6523,39946.4179,68,43,0,0,0
1998-03-04,25019855.5,44500.3515,1214.08997,22435.5939,20257.1211,40179.4137,63,46,0,0,0
1998-03-05,25013707,43635.3644,1214.05005,21999.4962,20471.8926,40605.4068,68,46,0,0,0
1998-03-06,25021396.5,38876.0331,1214.09998,19600,19944.0391,39558.4246,56,45,0,0,0
1998-03-07,25026021.5,33334.5139,1214.13,16806.1508,17961.6836,35626.4799,56,41,0,0,0
1998-03-08,25022937.5,38026.4459,1214.10999,19171.6665,17605.2441,34919.4925,58,37,0,0,0
1998-03-09,25007541,50380.1653,1214.01001,25400,20483.9922,40629.406,64,38,0,0,0
1998-03-10,24995298.8,49254.2822,1213.93005,24832.3673,19713.1328,39100.4287,68,41,0,0,0
1998-03-11,24993767.6,42644.6281,1213.92004,21500,19730.7793,39135.43,73,44,0,0,0
1998-03-12,24993767.6,41851.2397,1213.92004,21100,19930.4258,39531.423,75,46,0,0,0
1998-03-13,24990703.1,42446.281,1213.90002,21400,19804.8906,39282.4277,67,54,0.01,0,0
1998-03-14,24995298.8,31537.1901,1213.93005,15900,17857.8262,35420.4817,62,51,0.12,0,0
1998-03-15,25009084,28040.5918,1214.02002,14137.1317,17619.3594,34947.4897,76,47,0,0,0
1998-03-16,25001406.3,40066.1157,1213.96997,20200,20088.7324,39845.4197,69,50,0,0,0
1998-03-17,25006000,41043.4015,1214,20692.7149,20351.3984,40366.4101,75,50,0,0,0
1998-03-18,24996810.5,40822.4056,1213.93994,20581.2961,20176.959,40020.4145,65,49,0,0,0
1998-03-19,24990703.1,48850.2881,1213.90002,24628.6869,20281.8242,40228.4117,68,44,0,0,0
1998-03-20,24989171.9,41652.8926,1213.89001,21000,20120.4941,39908.4181,73,47,0,0,0
1998-03-21,25007541,33917.3554,1214.01001,17100,18058.4824,35818.4775,78,49,0,0,0
1998-03-22,25029103.5,23291.6606,1214.15002,11742.8789,17629.9473,34968.4905,79,53,0,0,0
1998-03-23,25026021.5,39272.7273,1214.13,19800,20208.7227,40083.4169,88,54,0,0,0
1998-03-24,25019855.5,41652.8926,1214.08997,21000,20275.7754,40216.414,86,66,0,0,0
1998-03-25,25016771.5,38232.4428,1214.06995,19275.5233,20432.0645,40526.4088,78,49,0.5,0,0
1998-03-26,25026021.5,38200.4435,1214.13,19259.3903,20272.75,40210.4132,60,48,0.13,0,0
1998-03-27,25024478.5,40157.4154,1214.12,20246.0303,20195.6133,40057.4148,61,47,0,0,0
1998-03-28,25042959,30942.1488,1214.23999,15600,18183.5137,36066.4734,54,40,0.27,0,0
1998-03-29,25058355.5,31140.4959,1214.33997,15700,17682.8828,35073.4866,50,38,0,0,0
1998-03-30,25047584,48991.7355,1214.27002,24700,20255.1055,40175.4158,59,38,0,0,0
1998-03-31,25046041,46016.5289,1214.26001,23200,20200.6563,40067.4174,62,45,0,0,0
1998-04-01,25042959,43367.367,1214.23999,21864.3809,17214.0156,34143.5021,56,41,0.05,0,0
1998-04-02,25047584,39491.4249,1214.27002,19910.26,17619.8633,34948.4892,63,40,0,0,0
1998-04-03,25036793,42644.6281,1214.19995,21500,15598.6895,30939.5493,67,44,0,0,0
1998-04-04,25052207,24595.0413,1214.30005,12400,10493.5723,20813.6971,63,45,0,0,0
1998-04-05,25064521.5,23234.6614,1214.38,11714.1418,9488.27832,18819.7256,64,46,0,0,0
1998-04-06,25039875,41652.8926,1214.21997,21000,14783.4639,29322.573,63,46,0,0,0
1998-04-07,25021396.5,45619.8347,1214.09998,23000,14453.2393,28667.582,61,43,0,0,0
1998-04-08,24995298.8,52165.2893,1213.93005,26300,14393.7481,28549.5829,69,42,0,0,0
1998-04-09,24986109.4,41057.8512,1213.87,20700,14661.457,29080.5759,73,46,0,0,0
1998-04-10,24975408.2,43149.3711,1213.80005,21754.4746,14795.0596,29345.5727,80,50,0,0,0
1998-04-11,24978451.2,24256.6468,1213.81995,12229.3928,10701.79,21226.691,75,56,0,0,0
1998-04-12,24975408.2,28356.5868,1213.80005,14296.4459,9557.34766,18956.7226,66,51,0,0,0
1998-04-13,24950921.9,45958.3306,1213.64001,23170.6583,14775.3975,29306.5735,65,47,0,0,0
1998-04-14,24923375,48563.2928,1213.45996,24483.9934,14784.9756,29325.5714,61,45,0,0,0
1998-04-15,24905015.6,51914.243,1213.33997,26173.4309,14444.669,28650.583,56,45,0.02,0,0
1998-04-16,24889718.8,47523.3077,1213.23999,23959.6676,14420.9727,28603.5821,65,39,0,0,0
1998-04-17,24877484.4,43673.3634,1213.16003,22018.654,14111.9238,27990.5927,69,45,0,0,0
1998-04-18,24880548.8,28956.5779,1213.18005,14598.9413,9981.85059,19798.7119,73,48,0,0,0
1998-04-19,24889718.8,20548.7011,1213.23999,10359.9701,8795.56348,17445.7457,80,50,0,0,0
1998-04-20,24874421.9,42444.3812,1213.14001,21399.0422,14488.5303,28737.5807,83,56,0,0,0
1998-04-21,24849937.5,40946.4034,1212.97998,20643.8117,14764.8096,29285.5727,85,58,0,0,0
1998-04-22,24836171.9,39727.4213,1212.89001,20029.2416,14354.4238,28471.5845,90,58,0,0,0
1998-04-23,24828515.6,37162.4582,1212.83997,18736.0727,14241.4922,28247.5878,88,61,0,0,0
1998-04-24,24823939.5,31938.5343,1212.81006,16102.3444,14434.585,28630.5817,76,56,0,0,0
1998-04-25,24845341.8,11030.8393,1212.94995,5561.38146,9928.91309,19693.7119,69,52,0.07,0,0
1998-04-26,24865232.4,13637.2558,1213.07996,6875.44977,9016.88965,17884.7398,75,57,0,0,0
1998-04-27,24849937.5,44838.3466,1212.97998,22605.9998,13944.542,27658.5957,79,54,0,0,0
1998-04-28,24833109.4,40114.4155,1212.87,20224.3511,13794.8076,27361.6019,82,56,0,0,0
1998-04-29,24817812.5,42008.388,1212.77002,21179.2289,13945.0469,27659.5971,84,58,0,0,0
1998-04-30,24813218.8,40138.4151,1212.73999,20236.4509,14816.2344,29387.5723,88,59,0,0,0
1998-05-01,24810156.3,35955.4765,1212.71997,18127.5527,14710.8643,29178.5737,89,66,0,0,0
1998-05-02,24822408.2,14142.1488,1212.80005,7130,9785.73242,19409.7172,85,62,0,0,0
1998-05-03,24840767.6,15847.9339,1212.92004,7990,9061.25488,17972.737,83,62,0,0,0
1998-05-04,24833109.4,38542.4386,1212.87,19431.8128,14750.1895,29256.5741,79,62,0,0,0
1998-05-05,24808625,40517.4092,1212.70996,20427.5271,14765.8184,29287.5736,77,56,0.01,0,0
1998-05-06,24816281.3,27170.6041,1212.76001,13698.5129,14622.1328,29002.5775,71,55,0,0,0
1998-05-07,24817812.5,35084.4889,1212.77002,17688.4298,14751.7012,29259.5726,75,54,0,0,0
1998-05-08,24813218.8,32034.5331,1212.73999,16150.7437,14573.7334,28906.5786,79,55,0,0,0
1998-05-09,24822408.2,22433.6729,1212.80005,11310.3101,10203.1758,20237.704,80,60,0,0,0
1998-05-10,24828515.6,21827.6817,1212.83997,11004.7895,11694.9834,23196.6613,77,56,0,0,0
1998-05-11,24804048.8,49736.2756,1212.68005,25075.3723,16679.1035,33082.5194,82,54,0,0,0
1998-05-12,24781093.8,47100.3142,1212.53003,23746.4084,16627.6777,32980.5178,68,50,0.02,0,0
1998-05-13,24768841.8,44826.4463,1212.44995,22600,16764.8106,33252.5168,66,48,0.1,0,0
1998-05-14,24759671.9,47148.3137,1212.39001,23770.6082,16306.0244,32342.5278,70,45,0,0,0
1998-05-15,24750482.4,47489.3081,1212.32996,23942.5262,16596.4199,32918.5189,79,54,0,0,0
1998-05-16,24741312.5,35477.4837,1212.27002,17886.5647,15374.3379,30494.5545,84,57,0,0,0
1998-05-17,24744377,32925.6198,1212.29004,16600,11770.6074,23346.6594,83,59,0,0,0
1998-05-18,24729060.5,52705.2313,1212.18994,26572.2208,16542.4746,32811.5199,90,55,0,0,0
1998-05-19,24698478.5,50111.2706,1211.98999,25264.4323,16588.8574,32903.5189,90,65,0,0,0
1998-05-20,24684804.7,45024.7934,1211.90002,22700,16346.8613,32423.5266,86,65,0,0,0
1998-05-21,24671128.9,51604.2488,1211.81006,26017.1421,16382.1523,32493.5253,79,59,0,0,0
1998-05-22,24655914.1,51149.2543,1211.70996,25787.7491,16404.8398,32538.5253,80,61,0,0,0
1998-05-23,24655914.1,31515.5406,1211.70996,15889.085,15517.0156,30777.5517,85,60,0,0,0
1998-05-24,24663521.5,25411.6295,1211.76001,12811.6966,11847.7441,23499.6578,88,62,0,0,0
1998-05-25,24672632.8,19971.7087,1211.81995,10069.0698,11736.8291,23279.661,88,66,0,0,0
1998-05-26,24652871.1,47615.3061,1211.68994,24006.0501,16326.1914,32382.5284,74,60,0,0,0
1998-05-27,24636154.3,45818.1818,1211.57996,23100,16762.2891,33247.5155,84,57,0,0,0
1998-05-28,24613369.1,45454.3377,1211.43005,22916.5619,16619.1074,32963.5189,90,61,0,0,0
1998-05-29,24608804.7,41201.3997,1211.40002,20772.3724,16644.8203,33014.5196,85,65,0,0,0
1998-05-30,24614871.1,25280.6316,1211.43994,12745.6518,15576.5059,30895.5488,88,59,0,0,0
1998-05-31,24637675.8,13139.8087,1211.58997,6624.65356,12875.2207,25537.6278,91,63,0,0,0
1998-06-01,24625521.5,41659.3931,1211.51001,21003.2773,18305.0156,36307.469,96,64,0,0,0
1998-06-02,24620957,27687.5966,1211.47998,13959.1633,18282.834,36263.4724,91,71,0,0,0
1998-06-03,24624000,25693.6257,1211.5,12953.8696,19259.3906,38200.4442,80,62,0,0,0
1998-06-04,24637675.8,31649.5389,1211.58997,15956.6425,19480.2109,38638.4349,81,60,0,0,0
1998-06-05,24630085.9,44877.3457,1211.54004,22625.6618,19298.2109,38277.4432,88,63,0,0,0
1998-06-06,24640718.8,21398.6884,1211.60999,10788.5054,17933.9551,35571.4812,92,65,0,0,0
1998-06-07,24662000,12388.8195,1211.75,6246.02983,14183.5137,28132.5891,81,57,0,0,0
1998-06-08,24668085.9,30061.5621,1211.79004,15156.0376,19299.2188,38279.4422,79,61,0.03,0,0
1998-06-09,24666564.5,31093.547,1211.78003,15676.3299,19408.1172,38495.4391,82,60,0,0,0
1998-06-10,24662000,40907.4038,1211.75,20624.1494,19548.2734,38773.4349,84,66,0,0,0
1998-06-11,24654392.6,43916.3601,1211.69995,22141.1649,19373.3301,38426.4398,85,70,0,0,0
1998-06-12,24645283.2,42128.3863,1211.64001,21239.7281,19352.6602,38385.4416,83,63,0,0,0
1998-06-13,24669607.4,16365.7615,1211.80005,8251.07142,18349.3828,36395.47,83,58,0,0,0
1998-06-14,24675675.8,34111.5032,1211.83997,17197.8828,14198.1348,28161.5896,93,66,0,0,0
1998-06-15,24665043,44123.3563,1211.77002,22245.5255,19439.375,38557.438,97,71,0,0,0
1998-06-16,24652871.1,40534.3188,1211.68994,20436.0524,19440.3828,38559.437,98,66,0,0,0
1998-06-17,24652871.1,33086.5182,1211.68994,16681.1196,19354.1719,38388.4401,84,60,0,0,0
1998-06-18,24654392.6,37149.4589,1211.69995,18729.5189,19295.1856,38271.4424,94,63,0,0,0
1998-06-19,24648326.2,42393.3824,1211.66003,21373.3303,19325.9395,38332.4419,98,72,0,0,0
1998-06-20,24663521.5,17918.7389,1211.76001,9034.03086,18115.4531,35931.4773,97,75,0,0,0
1998-06-21,24677197.3,20803.6967,1211.84998,10488.5304,14046.8867,27861.5935,97,74,0,0,0
1998-06-22,24678718.8,30455.5564,1211.85999,15354.6763,19386.9414,38453.4375,93,73,0,0,0
1998-06-23,24666564.5,38876.0331,1211.78003,19600,19261.4063,38204.4422,94,69,0,0,0
1998-06-24,24665043,39183.4284,1211.77002,19754.9785,19245.2734,38172.4432,96,69,0,0,0
1998-06-25,24655914.1,41380.3971,1211.70996,20862.6169,19262.4141,38206.4411,96,74,0,0,0
1998-06-26,24651369.1,39277.4272,1211.68005,19802.3696,19195.8652,38074.4434,103,74,0,0,0
1998-06-27,24668085.9,23207.662,1211.79004,11700.5296,18097.3027,35895.4765,103,72,0,0,0
1998-06-28,24683283.2,19728.7123,1211.89001,9946.55909,14304.5117,28372.5852,109,75,0,0,0
1998-06-29,24674154.3,41924.3895,1211.82996,21136.8797,19472.6484,38623.4349,108,75,0,0,0
1998-06-30,24672632.8,30876.5504,1211.81995,15566.9275,19306.7813,38294.4422,107,81,0,0,0
1998-07-01,24671128.9,36723.4633,1211.81006,18514.7461,19491.3027,38660.4352,106,73,0,0,0
1998-07-02,24668085.9,39730.4212,1211.79004,20030.754,18960.4238,37607.4522,106,76,0,0,0
1998-07-03,24668085.9,33024.519,1211.79004,16649.8617,18551.0469,36795.4649,104,80,0,0,0
1998-07-04,24669607.4,31735.5377,1211.80005,16000.0002,15158.0537,30065.5611,103,77,0,0,0
1998-07-05,24666564.5,38953.433,1211.78003,19639.0224,14433.0732,28627.5833,98,82,0.04,0,0
1998-07-06,24651369.1,48307.2947,1211.68005,24354.9277,18854.0449,37396.4527,100,77,0,0,0
1998-07-07,24630085.9,45619.8347,1211.54004,23000,19303.7559,38288.4414,104,79,0,0,0
1998-07-08,24625521.5,39272.7273,1211.51001,19800,21308.293,42264.3828,105,80,0,0,0
1998-07-09,24624000,36701.4648,1211.5,18503.6552,21416.6875,42479.3802,101,83,0.05,0,0
1998-07-10,24625521.5,44829.3468,1211.51001,22601.4623,21221.0742,42091.3869,108,78,0,0,0
1998-07-11,24634632.8,29443.5709,1211.56995,14844.467,20812.7051,41281.3985,110,79,0,0,0
1998-07-12,24646804.7,25507.6287,1211.65002,12860.0961,19520.5449,38718.4362,109,78,0,0,0
1998-07-13,24652871.1,31549.5403,1211.68994,15906.2266,21049.6602,41751.3921,109,81,0,0,0
1998-07-14,24649847.7,38920.4335,1211.67004,19622.3852,21397.5293,42441.3804,107,78,0,0,0
1998-07-15,24649847.7,41551.3941,1211.67004,20948.8278,21312.3262,42272.3825,111,77,0,0,0
1998-07-16,24636154.3,48359.2948,1211.57996,24381.1444,21240.7363,42130.3861,116,79,0,0,0
1998-07-17,24631607.4,47801.6529,1211.55005,24100,21333.502,42314.384,114,84,0,0,0
1998-07-18,24628564.5,36694.2149,1211.53003,18500,20817.7461,41291.3972,113,86,0,0,0
1998-07-19,24645279.3,31776.5371,1211.64001,16020.6708,19610.2852,38896.4334,109,74,0.1,0,0
1998-07-20,24640718.8,36297.5207,1211.60999,18300,21278.5488,42205.3861,100,72,0.26,0,0
1998-07-21,24642240.2,36121.4742,1211.62,18211.2432,21637.5098,42917.3748,102,78,0,0,0
1998-07-22,24660478.5,32069.5327,1211.73999,16168.3894,21196.3691,42042.3851,95,76,0,0,0
